DATE,YEAR,LOCATION,OPERATOR,AIRCRAFT_TYPE,TOTAL_FATALITIES,PASSENGER_FATALITIES,CREW_FATALITIES
07/12/1949,1949,"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,45,34,11
07/13/1949,1949,"Jamnagar, Gujarat state, India",Military - Indian Air Force,Hawker Hunter,0,1,1
07/19/1949,1949,"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,2,2,0
07/21/1949,1949,"Marga, Russia",Aeroflot,Ilyushin IL-12,13,8,5
07/30/1949,1949,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,12,4
08/02/1949,1949,"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,5,4,1
08/06/1949,1949,"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,34,31,3
08/13/1949,1949,"Near Bogota, Colombia",SAETA,Douglas C-47,32,29,3
08/15/1949,1949,"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),8,7,1
08/19/1949,1949,"Near Oldham, England",British European Airways,Douglas DC-3,24,21,3
08/21/1949,1949,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),21,14,7
08/27/1949,1949,"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,5,3,2
09/09/1949,1949,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Douglas DC-3,23,19,4
09/26/1949,1949,"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,24,21,3
09/27/1949,1949,"Near Castilla, Argentina",Flota Aerea Mercante Argentina,Douglas C-54A-1-DO,5,2,3
10/09/1949,1949,"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,4,2,2
10/28/1949,1949,"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,48,37,11
11/01/1949,1949,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Douglas C-54B / P-38,55,51,4
11/04/1949,1949,"Akron, Ohio",Harrington's Inc,Douglas DC-3,3,0,3
11/16/1949,1949,"Calcutta, India",Military - Indian Air Force,Tempest,1,0,1
11/20/1949,1949,"Near Oslo, Norway",Aero Holland,Douglas C-47A,34,30,4
11/26/1949,1949,"Near Bucaramanga, Colombia",LANSA,Douglas DC-3,12,9,3
11/29/1949,1949,"Dallas, Texas",American Airlines,Douglas DC-6,28,26,2
11/29/1949,1949,"Chaleyssin, France",Air France,Douglas DC-4,5,1,4
12/01/1949,1949,"Taquaracucu, Brazil",REAL Transportes Aereos,Douglas DC-3 (C-47-DL),20,16,4
12/07/1949,1949,"Vallejo, California",Arrow Airlines,Douglas DC-3,9,6,3
12/09/1949,1949,"Near Lanchow, China",Civil Air Transport,Curtiss C-46D-CU,38,36,2
12/12/1949,1949,"Washington, D.C.",Capital Airlines,Douglas DC-3-313A,6,4,2
12/12/1949,1949,"Jungshahi, Pakistan",Pakair,Douglas DC-3,26,22,4
12/16/1949,1949,"Orizaba, Mexico",Mexicana,Douglas DC-3,17,13,4
12/18/1949,1949,"Aulnay-sous-Bois, France",Sabena,Douglas C-47A-60-DL,8,4,4
12/30/1949,1949,"Comilla, Pakistan",Bharat Airways,Douglas C-54A-DO,7,6,1
01/20/1950,1950,"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,32,28,4
01/24/1950,1950,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Douglas C-47A-50-DL,14,11,3
01/24/1950,1950,"Iloilo,Philippines",Philippine Air Lines,Douglas DC-3,4,1,3
01/26/1950,1950,"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),44,36,8
02/02/1950,1950,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,7,0,7
02/27/1950,1950,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,5,3,2
03/07/1950,1950,"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,13,10,3
03/10/1950,1950,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,4,1,3
03/12/1950,1950,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,80,75,5
03/25/1950,1950,"Ankara, Turkey",Devlet Hava Yollairi,Douglas DC-3,15,11,4
03/28/1950,1950,"Off Cap-Ferret, France",SEMAF,Latecoere 631 (flying boat),12,0,12
04/05/1950,1950,"Hatiara, India",Deccan Airways,Douglas C-47A,3,0,3
04/13/1950,1950,"Near Hastings, England",British European Airways,Vickers 610 Viking 1B,0,0,0
04/15/1950,1950,"Santa Ana, Colombia",Lineas Aereas Nacionales,Douglas C-47 (DC-3),25,23,2
04/21/1950,1950,"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,35,27,8
05/02/1950,1950,"Chimborazo, Ecuador",Avianca,Douglas C-47DL,15,12,3
05/17/1950,1950,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Boeing B-29,16,5,11
05/23/1950,1950,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,39,35,4
05/24/1950,1950,"Near Pasto, Colombia",LANSA,Douglas C-47,25,22,3
05/27/1950,1950,"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,1,0,1
05/30/1950,1950,"Near Ilheus, Brazil",Aerovias Brasil,Douglas DC-3,13,9,4
06/05/1950,1950,Atlantic Ocean off Florida,Westair Transport,Curtiss C-46-F-1-CU,28,28,0
06/09/1950,1950,"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,15,12,3
06/12/1950,1950,Off Bahrain,Air France,Douglas DC-4-1009,46,40,6
06/14/1950,1950,Off Bahrain,Air France,Douglas DC-4-1009,40,37,3
06/23/1950,1950,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,58,55,3
06/26/1950,1950,"York, Australia",Ansett ANA,Douglas DC-4-1009,29,24,5
07/09/1950,1950,"Casablanca, Morocco",Aigle Azur,Douglas DC-3,22,18,4
07/17/1950,1950,"Near Pathankot, India",Indian National Airways,Douglas DC-3,22,18,4
07/18/1950,1950,"Near Bocoio, Angola",DTA Angola Airlines,Douglas DC-3,9,6,3
07/27/1950,1950,"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,25,22,3
07/28/1950,1950,"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,50,43,7
07/29/1950,1950,"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,26,22,4
07/30/1950,1950,"Karaganda, Russia",Aeroflot,Ilyushin IL-12,25,19,6
08/22/1950,1950,"Near Eagle, Colorado",American Airlines,Douglas DC-6,1,1,0
08/31/1950,1950,"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,48,7
09/04/1950,1950,"Utica, New York",Robinson Airlines,Douglas DC-3,16,13,3
09/14/1950,1950,"Tehran, Iran",Iran Air,Douglas DC-3,8,5,3
09/20/1950,1950,"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,19,7
09/21/1950,1950,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,10,6,4
09/23/1950,1950,"Karlstad, Sweden",Svenska Aero,Avro Ninteen I,10,9,1
09/26/1950,1950,"Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),23,18,5
10/13/1950,1950,"Almelund, Minnisota",Northwest Orient Airlines,Martin 202,6,3,3
10/13/1950,1950,"Casablanca, Morocco",Air Atlas,Douglas DC-3,4,1,3
10/17/1950,1950,"London, England",British European Airways,Douglas C-47A,28,24,4
10/31/1950,1950,"London Heathrow, England",British European Airways,Vickers 610 Viking-1B,28,24,4
11/03/1950,1950,"Mont Blanc, France",Air India,Lockheed 749 Constellation,48,40,8
11/07/1950,1950,"Near Butte, Montana",Northwest Orient Airlines,Martin 202,21,17,4
11/13/1950,1950,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,52,45,7
11/17/1950,1950,"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,2,0,2
11/21/1950,1950,"Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,21,18,3
11/23/1950,1950,"Cuzco, Peru",Faucett,Douglas DC-3,9,5,4
11/25/1950,1950,"Khitka, Bhutan",Indamer,Douglas C-47A,3,0,3
12/01/1950,1950,"Near Chamaran, Iran",Iran Air,Douglas DC-3,8,7,1
12/08/1950,1950,"Ruig Piner, France",Air Atlas,Douglas DC-3,5,2,3
12/08/1950,1950,"Bangui, French Equatorial Africa",T.A. Intercontinentaux (France),Douglas C-54A,46,43,3
12/13/1950,1950,"Katagiri, India",Air India,Douglas DC-3,21,17,4
12/14/1950,1950,"Ribeirao, Brazil",VASP,Douglas DC-3,1,0,1
12/15/1950,1950,"Valera, Venezuela",Avensa,Douglas C-47-DL,31,28,3
12/19/1950,1950,"Near Baguio, Philippines",Military - U.S. Air Force,Douglas C54E-DO (DC-4),38,31,7
12/22/1950,1950,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Douglas DC-3,2,0,2
12/30/1950,1950,"Santiago del Estado, Argentina",Aerolineas Argentinas,Douglas DC-3,17,12,5
01/12/1951,1951,"Ixopo, South Africa",United Airways,De Havilland Dove 1,12,10,2
01/13/1951,1951,"Mt. Bukit, Besar,Thailand",Air Carriers,Douglas DC-3,10,7,3
01/14/1951,1951,"Philadelphia, Pennsylvania",National Airlines,Douglas DC-4-1009,7,6,1
01/16/1951,1951,"Near Reardan, Washington",Northwest Orient Airlines,Martin 202,10,7,3
01/17/1951,1951,"Near Civitavecchia, Italy",Alitalia,Savoia Marchetti SM-95,14,10,4
01/28/1951,1951,"Near An tung, Taiwan",Military - UK Royal Air Force,Short Sunderland 9 (flying boat),14,7,7
01/31/1951,1951,"Off Hafnarfjorour, Iceland",Icelandair,Douglas DC-3,20,17,3
02/03/1951,1951,"Near Mt. Cameroun, Buea, Nigeria",Air France,Douglas DC-4,29,23,6
02/14/1951,1951,"Yali, Colombia",Lineas Aereas Nacionales,Curtiss C-46A,2,0,2
03/02/1951,1951,"Sioux City, Iowa",Mid Continent Airlines,Douglas DC-3,16,13,3
03/11/1951,1951,"Mt. Butler, Hong Kong",Pacific Overseas Airways,Douglas DC-4,24,20,4
03/21/1951,1951,"Corozal, Colombia",LANSA,Douglas C-47,29,26,3
03/22/1951,1951,"Off Florianopolis, Brazil",Cruzeiro do Sul,Douglas DC-3,3,3,0
03/23/1951,1951,Over the North Atlantic,Military - U.S. Air Force,Douglas C-124A Globemaster,53,48,5
03/25/1951,1951," Irkutsk, Russia",Aeroflot,Lisunov LI-2,12,8,4
03/26/1951,1951,"Rio Grande, Argentina",Aerolineas Argentinas,Douglas DC-3,11,8,3
03/27/1951,1951,"Manchester, England",Air Transport Charter,Douglas C-47A-75-DL Dakota 3,2,0,2
04/02/1951,1951,"Bogota, Colombia",Avianca,Douglas DC-3,26,24,2
04/06/1951,1951,"Refugio Pass, near Santa Barbara, California",Southwest Airways,Douglas DC-3,22,19,3
04/08/1951,1951,"Near Charleston, West Virginia",Military - U.S. Air Force,Douglas C-47B-DK,21,18,3
04/09/1951,1951,"Cape d'Arguilar, Hong Kong",Siamese Airways,Douglas DC-3,16,11,5
04/25/1951,1951,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,Douglas DC-4 /Beechcraft SMB-1,43,34,9
04/28/1951,1951,"Fort Wayne, Indiana",United Air Lines,Douglas DC-3,11,8,3
05/06/1951,1951,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Convair B-36D,23,0,23
05/08/1951,1951,"Bordeaux, France",Hunting Air Travel,Vickers 639 Viking 1,2,0,2
05/18/1951,1951,"Rancharia,  Brazil",VASP,Douglas DC-3,7,4,3
06/03/1951,1951,"New Boston, Texas",Military - U.S. Air Force,Fairchild C-82,10,0,10
06/06/1951,1951,"Rio de Janeiro, Brazil",Lineas Aereas Trans. Brasileira,Douglas DC-3D,2,1,1
06/13/1951,1951,"Medellin, Colombia",Sociedad Aeronautica Medellin,Douglas C-47A,3,0,3
06/22/1951,1951,"Near Sanoyea, Liberia",Pan American World Airways,Lockheed 049 Constellation,40,31,9
06/29/1951,1951,"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Junkers 52/3m,14,11,3
06/30/1951,1951,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Douglas DC-6B,50,45,5
07/12/1951,1951,"Lyneham AFB, England",Military - UK Royal Air Force,Vickers Valetta C-1,10,0,10
07/12/1951,1951,"Near Tezpur, India",Indamer,Douglas C-47B,3,0,3
07/12/1951,1951,"Aracaju, Brazil",Loide Aereo Nacional,Douglas DC-3,33,28,5
07/16/1951,1951,"Off Lae, New Guinea",Qantas,De Havilland DHA-3 Drover II,7,5,2
07/20/1951,1951,"Thudamot, China",Air Outremer,Douglas C-47A,3,0,3
07/21/1951,1951,"Near Sitka, Alaska",Canadian Pacific Air Lines,Douglas C-54A,37,31,6
07/24/1951,1951,"Gao, Mali",Sabena,Douglas DC-3,3,0,3
07/29/1951,1951,"Cochabamba, Bolivia",Loide Aereo Nacional,Curtiss C-46A,7,4,3
08/11/1951,1951,"Moisville, France",Air France,Douglas DC-3D,5,0,5
08/24/1951,1951,"Decoto, California",United Air Lines,Douglas DC-6B,50,44,6
09/08/1951,1951,"Sao Paulo, Brazil",VASP,Douglas DC-3,13,9,4
09/12/1951,1951,"Off Ialas Baeares, Spain",Societe Alpes Provence,Douglas DC-3,39,36,3
09/12/1951,1951,"Off Redwood City, California",United Air Lines,Boeing 377 Stratocruiser 10-34,3,0,3
09/15/1951,1951,"Bangalore, India",Air India,Douglas C-47A-30-DK Dakota III,22,21,1
09/27/1951,1951,Near Tachikawa Air Base,Military - U.S. Air Force,	Fairchild C-119C-15-FA Flying Boxcar,14,0,14
09/29/1951,1951,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Curtiss C-46D-15-CU,27,24,3
10/08/1951,1951,"Cerro Blanco, Mexico",Aero Transportes,Douglas DC-3,8,5,3
10/15/1951,1951,North Atlantic,Military - U.S. Air Force,Boeing C-97A Stratofreighter,12,9,3
10/15/1951,1951,"East Griqualand, South Africa",South African Airways,Douglas DC-3,17,13,4
10/17/1951,1951,"Mt. Benson, BC, Canada",Queen Charlotte Airlines,Consolidated PBY-5A Catalina,23,20,3
10/22/1951,1951,"Skopje, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,12,9,3
10/27/1951,1951,"Near Flores, Guatemala",Military - Guatemalan Air Force,Douglas C-47,27,23,4
11/05/1951,1951,"Near Tucumcari, New Mexico",Transocean Air Lines,Martin 202,1,1,0
11/13/1951,1951,"Puy-de-Dôme, France",Military - U.S. Air Force,Fairchild C-82 Packet,36,32,4
11/15/1951,1951,"Near Lodz, Poland",LOT Polish Airlines,Lisunov Li-2P,18,14,4
11/17/1951,1951,"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,23,19,4
11/19/1951,1951,"Cairo, Egypt",Devlet Hava Yollari,Douglas DC-3,5,4,1
11/21/1951,1951,"Calcutta, India",Deccan Airways,Douglas DC-3,16,12,4
11/24/1951,1951,"Zurich, Switzerland",El Al,Douglas DC-4,6,0,6
11/27/1951,1951,"San Luis Acatlan, Mexico",Lineas Aereas Unidas,DC-2-243,13,11,2
12/04/1951,1951,"Denver, Colorado",United Air Lines,Douglas DC-3A,3,0,3
12/13/1951,1951,"Yaramunda, Papua, New Guinea",Qantas,De Havilland DH-84 Dragon,3,2,1
12/16/1951,1951,"Elizabeth, New Jersey",Miami Airlines,Curtiss Wright C-46F,56,52,4
12/23/1951,1951,"Tehran, Iran",Misrair,SNCASE Languedoc,22,18,4
12/27/1951,1951,"Near Namtso, Russia",Aeroflot,Lisunov LI-2,20,14,6
12/29/1951,1951,"Near Little Valley, New York",Continental Charters,Curtiss C-46A-50-CU,26,23,3
12/30/1951,1951,"Near Fairbanks, Alaska",Transocean Air Lines,Curtiss C 46F-CU,4,2,2
12/30/1951,1951,"Near Phoenix, Arizona",Military - U.S. Air Force,Douglas C-47D,28,24,4
12/31/1951,1951,"Calcutta, India",Kalinga Airlines,Douglas C-47A,3,0,3
01/10/1952,1952,"Com Edno, Ireland",Aer Lingus,Douglas DC-3,23,20,3
01/19/1952,1952,"Off Sandspit, BC, Canada",Northwest Orient Airlines,Douglas DC-4,36,33,3
01/22/1952,1952,"Elizabeth, New Jersey",American Airlines,Convair CV-240-0,23,20,3
02/04/1952,1952,"Kikwit, Belgian Congo",Sabena,Douglas DC-3,15,11,4
02/11/1952,1952,"Elizabeth, New Jersey",National Airlines,Douglas DC-6,29,26,3
02/16/1952,1952,"Near Burgio, Italy",Hunting Air Travel,Vickers 614 Viking 1,31,26,5
02/19/1952,1952,"Nagpur, India",Deccan Airways,Douglas DC-3,3,1,2
02/19/1952,1952,"Near Yaounde, Cameroon",STAAP,Consolidated  32 Liberator II,9,5,4
02/28/1952,1952,"Uberlandia,  Brazil",Panair do Brasil,Douglas DC-3A,8,6,2
03/03/1952,1952,"Nice, France",Air France,SNCASE Languedoc,38,34,4
03/10/1952,1952,"Cebu, Philippines",Philippine Air Lines,Douglas C-47A-35-DL,3,0,3
03/12/1952,1952,"Near Sequin, Texas",Military - U.S. Air Force / Military U.S. Air Force,Boeing B-29 / Boeing B-29,15,0,15
03/22/1952,1952,"Near Gaspe, Quebec, Canada",Maritime Central Airways,Douglas C-47-DL,4,3,1
03/22/1952,1952,"Frankfurt, Germany",KLM Royal Dutch Airlines,Douglas DC-6,45,36,9
03/24/1952,1952,"Near Gao, French West Africa",Societe Aerienne de Tr. Tropicaux,Lockheed 18 Lodestar,17,14,3
03/29/1952,1952,"Near San Felipe, Venezuela",TACA,Douglas DC-3,12,9,3
03/30/1952,1952,"Baguio, Philippines",Philippine Air Lines,Douglas DC-3,10,8,2
04/05/1952,1952,"New York, New York",US Airlines,Curtiss C-46F-1-CU,2,0,2
04/09/1952,1952,"Mihara Volcano, Japan",Japan Air Lines,Martin 202,37,33,4
04/10/1952,1952,"Agartala, India",Kalinga Airlines,Douglas C-47A,4,0,4
04/11/1952,1952,"North of San Juan, Puerto Rico",Pan American World Airways,Douglas DC-4,52,52,0
04/18/1952,1952,"Near Whittier, California",North Continental Airlines (Robin Airlines),Curtiss C-46F-1CU,29,26,3
04/29/1952,1952,"Near Carolina, Brazil",Pan American World Airways,Boeing 377-10-26 Stratocruiser,50,41,9
04/30/1952,1952,"Delhi,  India",Deccan Airways,Douglas DC-3,9,5,4
05/05/1952,1952,"Near Skien, Norway",Fred Olsen Flyveselskap,Douglas C-47A,11,8,3
05/13/1952,1952,"Sao Paulo, Brazil",VASP,Douglas DC-3,5,3,2
05/24/1952,1952,"Near Manaus, Brazil",Loide Aereo Nacional,Curtiss C-46A,6,0,6
05/26/1952,1952,"Near Atar, Mauritania",British Overseas Airways,Handley Page HP-81 Hermes IV,1,0,1
06/13/1952,1952,Baltic Sea,Swedish Air Force,Douglas DC-3,8,5,3
06/14/1952,1952,"Near Brighton, East Sussex, England",Morton Air Services,Airspeed AS-65 Consul,6,5,1
06/25/1952,1952,"Off Northumberland, North Sea",Military - UK Royal Air Force,Avro Shackleton MR-1,11,9,2
07/18/1952,1952,"Whiting Field, near Milton, Florida",Military - Navy,Fairchild packet (C119 flying boxcar),41,37,4
07/27/1952,1952,"Off Rio de Janeiro, Brazil",Pan American World Airways,Boeing 377 Stratocruiser,1,1,0
08/12/1952,1952,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,Douglas DC-3,24,20,4
08/21/1952,1952,"Off Trapani, Italy",Airwork,Handley Page HP-81 Hermes 4A,7,1,6
08/29/1952,1952,"Kosti, Sudan",Phoenix Airlines,Douglas DC-2-115B,2,0,2
09/06/1952,1952,"Near Farnsborough, England",Private - de Havilland Aircraft,De Havilland 110,1,0,1
09/15/1952,1952,"Wadi Halfa, Sudan",Kalinga Airlines,Douglas C-47A,3,0,3
10/05/1952,1952,"Skvoritsy, Russia",Aeroflot,Ilyushin IL-12,21,19,5
10/08/1952,1952,"Off Tarbat Ness, Scotland",Military - UK Royal Air Force,Avro Shackleton MR-1,14,2,12
10/16/1952,1952,"Off Kangnung, South Korea",Military - U.S. Air Force,Curtiss-Wright C-46D-CU,25,21,4
11/06/1952,1952,"Lake Chad, Chad",Union Aeromaritime de Transport,Douglas C-54B-1-DC,5,1,4
11/07/1952,1952,"Near Summit, Alaska",Military - U.S. Air Force,Fairchild C-119C,19,14,5
11/14/1952,1952,"Near Seoul, South Korea",Military - U.S. Air Force,Fairchild C-119C,44,37,7
11/15/1952,1952,"Near Anchorage, Alaska",Military - U.S. Air Force,Fairchild C-119C,20,15,5
11/22/1952,1952,"Mount Gannett, Alaska",Military - U.S. Air Force,Douglas C-124A Globemaster,52,41,11
11/28/1952,1952,"Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-54G (DC-4),37,30,7
12/06/1952,1952,"Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,Douglas DC-4,37,30,7
12/20/1952,1952,"Moses Lake, Washington",Military - U.S. Air Force,Douglas C-124A Globemaster,87,82,5
12/21/1952,1952,"Off Miami, Florida",Rutas Aereas Nacionales SA,Curtiss C-46D,3,0,3
12/25/1952,1952,"Tehran, Iran",Iran Air,Douglas DC-3,27,23,4
12/30/1952,1952,"Chinmen Island, Taiwan",Philippine Air Lines,Douglas DC-3,2,0,2
01/05/1953,1953,"Belfast, Northern Ireland",British European Airways,Vickers Viking 610-1B,27,24,3
01/07/1953,1953,"Issaquah, Washington",Flying Tiger Line,Douglas C-54B-10-DO,7,3,4
01/07/1953,1953,"Fish Haven, Idaho",Associated Air Transport,Curtiss C-46,40,37,3
01/15/1953,1953,"25 nm off Agrigento, Italy",Military - UK Royal Air Force,Vickers Valetta Mk1 / Avero Lancaster,26,16,10
01/26/1953,1953,"Sinnai, Sardinia, Italy",Linee Aeree Italiane,Douglas DC-3,19,15,4
02/02/1953,1953,"Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),Avro 685 York 1,39,33,6
02/03/1953,1953,"Lai Chau, Vietnam",Air Outremer,Douglas C-47B-15-DK,18,15,3
02/07/1953,1953,"Bordeaux, France",UTA,Douglas C-54A-5-DC,9,3,6
02/09/1953,1953,"Cairo, Egypt",Military - Egyptian Air Force,Curtiss-Wright C-46,29,24,5
02/14/1953,1953,"Off Mobile, Alabama",National Airlines,Douglas DC-6,46,41,5
03/03/1953,1953,"Karachi, Pakistan",Canadian Pacific Air Lines,De Havilland DH106 Comet 1A,11,6,5
03/04/1953,1953,"Windsor Locks, Connecticut",Slick Airways,Curtiss C-46F,2,0,2
03/14/1953,1953,"Kalasahar, India",Orient Airways,Convair CV-240-7,16,11,5
03/18/1953,1953,"Random Island, Newfoundland",Military - U.S. Air Force,Convair RB-36H,23,18,5
03/20/1953,1953,"Alvarado, California",Transocean Air Lines,Douglas DC-4  (C-54-10-DO),35,30,5
03/27/1953,1953,"Itapebi, Brazil",Transportes Aereos Salvador,De Havilland DH-114 Heron 1B,14,12,2
03/29/1953,1953,"Mtara, Tanganyika",Central African Airways,Vickers 616 Viking 1B,13,8,5
04/10/1953,1953,"Off Kingston, Jamaica",Caribbean International Airways,Lockheed 18-56 LodeStar,13,10,3
04/10/1953,1953,"Miandivazo, Madagascar",Air France,Junkers JU-5/-3m,4,1,3
04/14/1953,1953,"Selleck, Washington",Miami Airlines,Douglas DC-3 (C-47-DL),7,5,2
04/14/1953,1953,"Near Guwahati, India",Airways,Douglas C-47A,3,0,3
04/16/1953,1953,"NW of Hanoi, Vietnam",Aigle Azur,Douglas DC-3,30,27,3
04/20/1953,1953,"San Francisco Bay, California",Western Airlines,Douglas DC-6B,8,4,4
05/02/1953,1953,"Near Jalalogori, West Bengal, India",British Overseas Airways,De Havilland DH106 Comet 1,43,37,6
05/07/1953,1953,"Off Hartland Point, England",Military - UK Royal Air Force,Vickers Valetta T-3,10,0,10
05/09/1953,1953,"New Delhi, India",Air India,Douglas DC-3,18,13,5
05/11/1953,1953,"Prince Rupert, BC, Canada",Canadian Pacific Air Lines,Consolidated PBY-5A Catalina,2,1,1
05/17/1953,1953,"Near Marshall, Texas",Delta Air Lines,Douglas DC-3,19,16,3
05/24/1953,1953,"St. Louis, Missouri",Meteor Air,Douglas DC-3,6,1,5
05/25/1953,1953,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Convair CV-240-4,0,0,0
05/27/1953,1953,"Goose Wade, Russia",Aeroflot,Li-2 / Li-2T,20,16,11
06/14/1953,1953,"Near  Zugdidi, Georgia",Aeroflot,Ilyushin IL-2,18,12,6
06/15/1953,1953,"Near Reo Copiapo, Chile",LAN Chile,Lockheed 18 Lodestar,7,5,2
06/15/1953,1953,"San Ramon Mtns., Costa Rica",LACSA,Douglas DC-3,9,6,3
06/16/1953,1953,"Mount Phou-Lassy, French Indo-China",Aigle Azur,Douglas DC-3,34,31,3
